reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Asmita Lohia,"August 18, 2020",Rated 2 stars out of five stars,2,450,"App is great if you want to know the data regarding active cases, recoveries and deaths but when it comes to evaluating your health status and risk, it is not useful. I have downloaded this app since 5 months now and it shows I have come in contact with only 70 people. Also the questions for self assessing are same since the beginning. It was still asking if you have travelled internationally when the international flights were stopped."
Pankaj Tripathi,"July 8, 2020",Rated 4 stars out of five stars,4,356,It's working good. I would request to switch on the Bluetooth and Location by default after taking consent at the time of installation. As some people have installed the app but they don't switch on the Bluetooth or Location and roam freely here and there. So the purpose is being defied.
vivek kumar,"August 26, 2020",Rated 1 stars out of five stars,1,155,"This is a very good app as it gives you a fair idea of the covid-19 situation in your neighbourhood. If used intelligently, it can certainly help to keep you and your family safe. I would only like to know if the circles in the ""See recent contacts"" window have any significance. Do they signify distance? If yes, how much distance? I searched the FAQ section but could not find any answers."
G K Pande,"August 26, 2020",Rated 1 stars out of five stars,1,29,Absolutely useless app. Does not give status of contacts for days together even after frequently uploading data to the site. Worst do not even reply e-mail for days. What use is the app if you don't even know that you have contacted covid positive for days together and one sweet morning the app gives a data that you had contacted a positive few days back. The app claims data update in three hours if the claim is not achievable the least could be that the data is updated at least once in 24 hrs.
himanshu singh,"December 11, 2020",Rated 1 stars out of five stars,1,0,i am not able to register on this app. it asked personal details which i have given many times and there is no skip option shown in it. please solve this issue fast.
Sumit Bando,"July 17, 2020",Rated 2 stars out of five stars,2,270,"Very poor UI design. The primary information, positive cases around you, shows up only after waiting for less interesting information to scroll by, while you have to keep the device from darkening the screen. Significant real estate on the screen is used up by same trending news item about old movie star. Not enough room for the critical information. Should also provide a way to check information at a location where one may need to visit."
Kanhaiya Tiwari,"August 15, 2020",Rated 4 stars out of five stars,4,133,"This is a incredible app that protect us by telling our health status and tracking nearer unhealthy Bluetooth users and it help us to be inside the home quarantine because we have met that person. But one problem is that E pass is not available most time on this app and when we visit E-pass on this app, there is one thing written there -E-pass is currently not available. What is the problem in it. E- pass is not required in our country right now but states like Bihar we require E- pass ."
Karan Manchanda,"November 10, 2020",Rated 1 stars out of five stars,1,1,"I had tested positive and its almost three days and my app is showing green you are safe . It means I can go out then as no doctors or medical staff connected with me. After getting positive now i can say that there is huge gap in positive numbers across india, as the app is not fruitful and trustworthy. If someone is complaining an automated mail comes in reply to mail there at govt id..just not happy with this"
Raj Nath Yadav,"July 20, 2020",Rated 5 stars out of five stars,5,82,"I am facing issues in logging in when I try to open and self asses myself. It says,' failed to log in' and then I have to type my number again. When it starts it again says the same thing. I have tried doing the same multiple times and from multiple mobiles but the result is the same. Kindly look into the issue :| Issue resolved thanks :)"
Kale Bala Nirmala,"July 18, 2020",Rated 1 stars out of five stars,1,1,This is app is only useful for knowing number of cases in the country or respective states but not useful for knowing that whether we are safe or not. It is showing that we are safe even though there are cases infront of us . There is case near our home but still it's showing we are safe. It is providing information that which a local news paper can provide. The information which is recorded on the app is not changing for several days but the country's graph increasing day by day.
Ankit Narula,"December 10, 2020",Rated 1 stars out of five stars,1,0,When I get positive report it get red immediately but even after getting negative report it's been more than a week it still showing red.
